transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_region,customer_risk_level,bank_id,bank_name,bank_region,bank_compliance_score,amount,currency,transaction_date,transaction_location,is_high_risk,is_valid_bank_id,amount_outlier,transaction_count,avg_transaction_amount,max_transaction_amount,amount_deviation,large_transaction,foreign_currency,transaction_hour,weekend_transaction,cross_region,invalid_bank,customer_risk_score,night_transaction
504,343,Christopher Anderson,adamwarren@jones.com,+1-574-674-3982,North,Medium,401,Bank 401,West,0.78,8419.59,USD,2024-02-29,Garciabury,0,1,0,5,5491.6,8419.59,2927.99,0,1,0,0,1,0,2,1
505,315,James Garrett,perezkevin@brown-nelson.com,(403)793-9962x42141,East,Low,398,Bank 398,East,0.87,8851.2,USD,2024-02-12,Port Zacharyview,0,1,0,3,8090.543333333334,8851.2,760.6566666666668,0,1,0,0,0,0,1,1
506,299,Mark Ritter,kcarpenter@hunter-jones.info,334-344-2995x2863,East,Low,515,Bank 515,North,0.81,5916.62,USD,2024-10-03,South Mollybury,1,1,0,2,7002.405,8088.19,-1085.7849999999999,0,1,0,0,1,0,1,1
507,877,Kimberly Jones,millsamanda@hotmail.com,001-255-762-7606x3199,East,High,919,Bank 919,West,0.84,2107.14,USD,2024-10-21,Taylorbury,0,1,0,1,2107.14,2107.14,0.0,0,1,0,0,1,0,3,1
508,555,Nathan Garza,mayerchristopher@newton.com,251.102.5568x78305,North,Low,858,Bank 858,West,0.56,5600.47,USD,2024-02-02,Denisestad,1,1,0,2,5728.885,5857.3,-128.41499999999996,0,1,0,0,1,0,1,1
509,469,Beth Maxwell,salazarmatthew@gmail.com,910-382-0134,East,Medium,557,Bank 557,West,0.58,3176.45,USD,2024-05-21,Murphyview,0,1,0,2,2648.77,3176.45,527.6799999999998,0,1,0,0,1,0,2,1
510,347,Sandra Douglas,cowandebra@martinez.biz,2236935785,South,Medium,342,Bank 342,North,0.55,4713.35,USD,2024-10-10,Guerrerotown,1,1,0,1,4713.35,4713.35,0.0,0,1,0,0,1,0,2,1
511,557,Lisa Murray,thomasgardner@gmail.com,001-385-039-9540x5151,South,Low,484,Bank 484,South,0.63,5909.94,USD,2024-01-18,Sherylborough,1,1,0,2,4330.98,5909.94,1578.96,0,1,0,0,0,0,1,1
512,583,Victoria Lee,stanleyjames@yahoo.com,168-505-7909,West,Medium,630,Bank 630,East,0.74,211.71,USD,2024-10-09,East Josephtown,1,1,0,2,3304.3650000000002,6397.02,-3092.655,0,1,0,0,1,0,2,1
513,93,Jeff Thomas,vmorgan@gutierrez.com,698-761-5978x3303,West,Low,788,Bank 788,West,0.91,1640.75,USD,2024-07-14,Lewisfurt,0,1,0,2,5617.35,9593.95,-3976.6000000000004,0,1,0,1,0,0,1,1
514,671,Alyssa Quinn,wsmall@gmail.com,038.763.2050,East,High,999,Bank 999,East,0.76,7195.54,USD,2023-12-29,Port Gregory,1,1,0,2,5029.245,7195.54,2166.295,0,1,0,0,0,0,3,1
515,337,Paul Foley,jenniferjordan@yahoo.com,+1-796-738-3733x043,East,High,560,Bank 560,South,0.81,6501.27,USD,2024-06-13,Melindaborough,0,1,0,1,6501.27,6501.27,0.0,0,1,0,0,1,0,3,1
516,18,Frank Myers,wramirez@page-white.com,+1-996-635-8485x87793,West,Medium,617,Bank 617,North,0.75,7750.07,USD,2024-07-26,West Natalie,1,1,0,1,7750.07,7750.07,0.0,0,1,0,0,1,0,2,1
517,331,Melissa Rojas,hsilva@fields.info,+1-646-561-5841x1411,West,Low,32,Bank 32,North,0.57,1625.93,USD,2024-03-23,Hodgechester,0,1,0,1,1625.93,1625.93,0.0,0,1,0,1,1,0,1,1
518,734,Marcia Cox,vegascott@gmail.com,859.806.6345x563,West,Low,641,Bank 641,West,0.61,2355.94,USD,2024-03-15,Joshuahaven,0,1,0,3,1510.9499999999998,2355.94,844.9900000000002,0,1,0,0,0,0,1,1
519,374,Matthew Foster,sheryl66@bell-graham.net,(749)138-5826,North,High,740,Bank 740,North,0.82,5678.63,USD,2024-06-30,West Lisa,1,1,0,2,5565.995,5678.63,112.63500000000022,0,1,0,1,0,0,3,1
520,394,Dawn Lopez,eburton@burke.net,+1-778-018-0606x21103,East,Medium,173,Bank 173,East,0.78,9432.86,USD,2024-02-15,North Philip,0,1,0,2,9302.8,9432.86,130.0600000000013,0,1,0,0,0,0,2,1
521,340,Melissa Garcia,mariasanchez@brown.info,+1-602-040-6882x68575,South,Medium,341,Bank 341,West,0.63,4372.02,USD,2023-11-27,Grantview,0,1,0,1,4372.02,4372.02,0.0,0,1,0,0,1,0,2,1
522,955,Rachel Bell,samuelhurley@york-serrano.com,(225)425-4053,South,Low,678,Bank 678,North,0.89,1472.49,USD,2024-01-07,North Victoria,1,1,0,4,2840.8175,5367.5,-1368.3275,0,1,0,1,1,0,1,1
523,71,John Preston,cjohnson@reese.biz,+1-474-206-7156x45920,South,Medium,240,Bank 240,East,0.73,9138.89,USD,2024-04-14,New Jonathanmouth,1,1,0,1,9138.89,9138.89,0.0,0,1,0,1,1,0,2,1
524,799,Mark Reeves,sheilajones@jones.com,312-876-3165x2720,South,Low,390,Bank 390,South,0.77,1638.54,USD,2024-05-23,Aaronland,0,1,0,1,1638.54,1638.54,0.0,0,1,0,0,0,0,1,1
525,99,Bradley Scott,gabrielrodriguez@gmail.com,001-834-620-6948,East,Medium,260,Bank 260,East,0.8,2723.7,USD,2024-04-15,Danielburgh,1,1,0,2,2184.345,2723.7,539.355,0,1,0,0,0,0,2,1
526,27,Linda Chavez,vyoung@yahoo.com,001-694-406-5074x864,West,Medium,814,Bank 814,South,1.0,6050.36,USD,2023-12-02,South Lisa,1,1,0,1,6050.36,6050.36,0.0,0,1,0,1,1,0,2,1
527,88,Denise Pierce,ritterjoshua@hotmail.com,001-182-071-0240x829,North,Low,1006,Bank 1006,West,0.5,4131.0,USD,2024-04-23,Thompsonborough,0,1,0,1,4131.0,4131.0,0.0,0,1,0,0,1,0,1,1
528,539,Joshua Fox,clifford75@garcia-martinez.com,0365003811,South,High,52,Bank 52,North,0.79,3952.29,USD,2024-04-21,Youngmouth,0,1,0,1,3952.29,3952.29,0.0,0,1,0,1,1,0,3,1
529,160,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700,East,Low,616,Bank 616,East,0.66,7065.13,USD,2024-02-11,Andrealand,1,1,0,3,5505.933333333333,7065.13,1559.1966666666667,0,1,0,1,0,0,1,1
530,391,Jonathan Spencer,vanessa12@payne.com,+1-876-041-1912x38995,North,High,1000,Bank 1000,East,0.96,9679.24,USD,2024-04-01,Blackburgh,1,1,0,3,9731.53,9763.79,-52.29000000000087,0,1,0,0,1,0,3,1
531,763,Brandi Meadows,travis36@smith.info,779-844-9388,South,Low,529,Bank 529,North,0.63,3580.37,USD,2023-12-30,North Kellymouth,0,1,0,3,1540.4833333333333,3580.37,2039.8866666666665,0,1,0,1,1,0,1,1
532,757,Catherine Fox,vsmall@cooper.com,799.060.3753x7167,South,Low,563,Bank 563,North,0.78,459.49,USD,2023-12-01,Jonesburgh,0,1,0,1,459.49,459.49,0.0,0,1,0,0,1,0,1,1
533,343,Christopher Anderson,adamwarren@jones.com,+1-574-674-3982,North,Medium,369,Bank 369,East,0.71,7388.8,USD,2023-11-24,Bradfordfurt,1,1,0,5,5491.6,8419.59,1897.1999999999998,0,1,0,0,1,0,2,1
534,462,Timothy Andrews,nsalas@levine-martin.com,(603)832-1024,East,High,1006,Bank 1006,West,0.5,9750.32,USD,2023-12-22,West Kenneth,0,1,0,1,9750.32,9750.32,0.0,0,1,0,0,1,0,3,1
535,829,Susan Gibson,christine84@hart.org,+1-174-900-0631x5842,South,High,143,Bank 143,South,0.71,4336.54,USD,2024-08-13,North Stephenmouth,1,1,0,1,4336.54,4336.54,0.0,0,1,0,0,0,0,3,1
536,734,Marcia Cox,vegascott@gmail.com,859.806.6345x563,West,Low,193,Bank 193,East,0.93,117.42,USD,2024-04-30,West Gregorytown,0,1,0,3,1510.9499999999998,2355.94,-1393.5299999999997,0,1,0,0,1,0,1,1
537,501,Travis Galloway,jpetersen@owen-cervantes.com,286.098.1851x209,South,Medium,867,Bank 867,East,0.57,9636.4,USD,2024-10-09,South Anthonyhaven,0,1,0,1,9636.4,9636.4,0.0,0,1,0,0,1,0,2,1
538,167,Joshua Wolf,stephenhall@hood.com,(382)448-0216x7672,North,Low,888,Bank 888,East,0.87,6089.18,USD,2024-01-30,West Courtney,1,1,0,2,4364.525,6089.18,1724.6550000000007,0,1,0,0,1,0,1,1
539,132,Cheryl Gillespie,christopherbrown@gmail.com,+1-561-059-6376,East,High,609,Bank 609,East,0.63,2721.97,USD,2023-12-14,Mossberg,0,1,0,1,2721.97,2721.97,0.0,0,1,0,0,0,0,3,1
540,507,Craig Wilkins,wilkinsdavid@yahoo.com,729-098-9961x141,East,High,499,Bank 499,West,0.54,8475.72,USD,2024-03-05,Conleyshire,0,1,0,2,9137.205,9798.69,-661.4850000000006,0,1,0,0,1,0,3,1
541,721,John Flynn,kathryn74@walker.com,3233312428,West,High,233,Bank 233,North,0.78,7831.37,USD,2024-09-28,North Randystad,1,1,0,2,6728.905,7831.37,1102.4650000000001,0,1,0,1,1,0,3,1
542,999,Katelyn Vasquez,jeffrey76@yahoo.com,544-590-9925,North,High,408,Bank 408,South,0.73,9429.64,USD,2024-09-11,Schultzbury,1,1,0,1,9429.64,9429.64,0.0,0,1,0,0,1,0,3,1
543,436,Connie Burton,williamschristina@golden.com,001-852-594-9733,West,High,976,Bank 976,West,0.89,2951.22,USD,2024-04-02,New Rachelland,1,1,0,2,4253.19,5555.16,-1301.9699999999998,0,1,0,0,0,0,3,1
544,786,Deborah Reyes,fwood@gmail.com,863-850-9551x1306,East,High,544,Bank 544,North,0.71,1561.0,USD,2024-04-10,New Christina,0,1,0,5,4612.992,9716.82,-3051.992,0,1,0,0,1,0,3,1
545,780,Tanner Weaver,blackeric@yahoo.com,(133)576-2569x4880,North,Low,808,Bank 808,East,0.92,9452.52,USD,2024-08-28,South Thomasstad,0,1,0,3,5278.843333333333,9452.52,4173.676666666667,0,1,0,0,1,0,1,1
546,492,April Ray,villarrealpam@davila-jones.com,9212046469,North,Medium,233,Bank 233,North,0.78,9482.81,USD,2024-03-28,New Teresatown,0,1,0,1,9482.81,9482.81,0.0,0,1,0,0,0,0,2,1
547,712,Jaime Shepard,kimmichael@yahoo.com,123-516-4935x333,North,Medium,146,Bank 146,West,0.6,8086.58,USD,2024-06-30,Daniellemouth,1,1,0,2,6905.41,8086.58,1181.17,0,1,0,1,1,0,2,1
548,412,Sandra Cervantes,hberry@gmail.com,494.586.7750x3965,West,Low,647,Bank 647,South,0.74,5494.18,USD,2024-05-15,Cassandrahaven,1,1,0,2,7145.51,8796.84,-1651.33,0,1,0,0,1,0,1,1
549,553,Erika Stewart MD,anthonyjessica@yahoo.com,4418100553,East,Medium,905,Bank 905,East,0.73,7277.08,USD,2024-07-25,Laurenhaven,0,1,0,2,7115.615,7277.08,161.46500000000015,0,1,0,0,0,0,2,1
550,296,Stacy Mccoy,scottgloria@novak.biz,1496557199,North,Medium,1005,Bank 1005,North,0.98,5113.55,USD,2024-02-19,Jessicamouth,0,1,0,2,6997.32,8881.09,-1883.7699999999995,0,1,0,0,0,0,2,1
551,428,Shannon Williams,jaredgonzalez@smith.com,+1-118-158-2354x6417,South,High,503,Bank 503,North,0.72,8825.2,USD,2024-07-16,New Kathryn,0,1,0,1,8825.2,8825.2,0.0,0,1,0,0,1,0,3,1
552,810,Linda Green,karathomas@gmail.com,001-030-089-6927x8495,South,High,311,Bank 311,North,0.92,146.95,USD,2024-05-28,South David,1,1,0,1,146.95,146.95,0.0,0,1,0,0,1,0,3,1
553,402,Cynthia Browning,hoffmandwayne@washington.org,235-780-4029x959,South,Low,907,Bank 907,West,0.65,4320.66,USD,2024-07-17,Andersonberg,0,1,0,2,2871.94,4320.66,1448.7199999999998,0,1,0,0,1,0,1,1
554,160,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700,East,Low,700,Bank 700,West,0.59,3828.55,USD,2024-10-26,Port Mariochester,1,1,0,3,5505.933333333333,7065.13,-1677.3833333333332,0,1,0,1,1,0,1,1
555,491,Mr. Vincent Cook PhD,carolynle@cisneros.biz,0624531520,South,Low,947,Bank 947,South,0.66,594.82,USD,2024-08-17,North Teresaton,1,1,0,1,594.82,594.82,0.0,0,1,0,1,0,0,1,1
556,275,Linda Lee,dfisher@barajas-kennedy.com,286-122-5379x87262,West,Low,566,Bank 566,North,0.89,7354.65,USD,2024-09-16,East Todd,1,1,0,1,7354.65,7354.65,0.0,0,1,0,0,1,0,1,1
557,514,Daisy Melton,williamslisa@green.com,822.828.1602x325,North,High,108,Bank 108,South,0.5,136.69,USD,2024-05-19,Amandaport,0,1,0,1,136.69,136.69,0.0,0,1,0,1,1,0,3,1
558,185,Ashley Bauer,thompsonjavier@hotmail.com,(758)332-2033x3651,North,High,108,Bank 108,South,0.5,1211.27,USD,2024-10-09,New Joseph,1,1,0,2,3171.245,5131.22,-1959.975,0,1,0,0,1,0,3,1
559,824,Melissa White,freemanjerry@yahoo.com,001-208-376-0056,East,Low,364,Bank 364,West,0.62,3637.94,USD,2024-03-11,Toddbury,0,1,0,2,3795.84,3953.74,-157.9000000000001,0,1,0,0,1,0,1,1
560,89,Christina Cross,tmarks@dalton.com,(065)368-4609x7005,South,Low,453,Bank 453,East,0.59,908.82,USD,2024-07-26,Port Emilyville,0,1,0,3,2650.5866666666666,4909.12,-1741.7666666666664,0,1,0,0,1,0,1,1
561,498,Brian Thompson,katelyn97@mills-walker.org,(236)234-2277,South,Low,137,Bank 137,East,0.81,9534.8,USD,2024-06-14,Port Destinyside,1,1,0,3,7129.033333333333,9534.8,2405.7666666666664,0,1,0,0,1,0,1,1
562,852,Charles Davis,crystal13@foster-rodriguez.info,815-310-1888,North,Medium,648,Bank 648,North,0.6,8163.48,USD,2024-01-09,Haroldstad,0,1,0,1,8163.48,8163.48,0.0,0,1,0,0,0,0,2,1
563,594,Samantha Morgan,jcharles@mitchell-phillips.com,654-400-4698x520,South,Medium,288,Bank 288,North,0.55,5050.63,USD,2023-12-15,North Brittany,1,1,0,2,3110.5550000000003,5050.63,1940.0749999999998,0,1,0,0,1,0,2,1
564,597,Michael Dunn,knightgeorge@griffin-flores.net,6102996239,East,High,82,Bank 82,North,0.63,3918.43,USD,2024-04-10,Lake Benjamin,0,1,0,2,6452.365,8986.3,-2533.935,0,1,0,0,1,0,3,1
565,915,Melanie Davis,alejandraharris@gmail.com,570.383.0540,East,Medium,395,Bank 395,South,0.55,4905.83,USD,2024-08-29,New Mollyburgh,0,1,0,1,4905.83,4905.83,0.0,0,1,0,0,1,0,2,1
566,270,Daniel Mason,stevenflowers@yahoo.com,343-699-3641x133,South,Low,147,Bank 147,West,0.59,9934.56,USD,2024-09-16,Lake Teresaborough,1,1,0,1,9934.56,9934.56,0.0,0,1,0,0,1,0,1,1
567,151,Cory Collins,laurapreston@hotmail.com,(378)285-3242x934,East,High,88,Bank 88,West,0.52,9509.48,USD,2024-02-17,Charlesborough,1,1,0,2,4905.835,9509.48,4603.6449999999995,0,1,0,1,1,0,3,1
568,955,Rachel Bell,samuelhurley@york-serrano.com,(225)425-4053,South,Low,128,Bank 128,East,0.75,5367.5,USD,2024-11-02,Reidmouth,0,1,0,4,2840.8175,5367.5,2526.6825,0,1,0,1,1,0,1,1
569,771,Jennifer Jimenez,hallstacey@allen.com,708.121.2556x504,West,Medium,649,Bank 649,North,0.65,5545.83,USD,2024-04-21,South Jonathan,1,1,0,4,5795.33,9648.45,-249.5,0,1,0,1,1,0,2,1
570,94,David Baker,wpowell@hotmail.com,001-499-024-6840x3844,West,Low,215,Bank 215,North,0.94,9394.08,USD,2024-05-28,Oscarstad,1,1,0,1,9394.08,9394.08,0.0,0,1,0,0,1,0,1,1
571,207,Nathan Green,kyledavis@hotmail.com,(264)312-5020x317,North,Medium,254,Bank 254,South,0.75,9851.24,USD,2024-02-20,Clementsfurt,1,1,0,2,9484.7,9851.24,366.53999999999905,0,1,0,0,1,0,2,1
572,693,Austin Perkins,nicholas77@wolfe.com,001-284-820-6508x09223,South,High,235,Bank 235,East,0.79,8122.23,USD,2024-04-22,North Julie,1,1,0,1,8122.23,8122.23,0.0,0,1,0,0,1,0,3,1
573,753,Thomas Haney,gilbert86@hotmail.com,001-250-968-4520,North,Medium,704,Bank 704,North,0.92,6290.98,USD,2024-08-13,Vanessastad,1,1,0,2,6968.584999999999,7646.19,-677.6049999999996,0,1,0,0,0,0,2,1
574,527,Michelle Thomas,cynthia85@gmail.com,902-220-3707x0830,East,High,828,Bank 828,South,0.97,554.61,USD,2024-06-18,Smithmouth,0,1,0,2,1265.65,1976.69,-711.0400000000001,0,1,0,0,1,0,3,1
575,912,Jeremy Brown,jamiebond@dillon-barnett.org,001-641-287-8606x186,South,High,365,Bank 365,West,0.76,1732.45,USD,2024-01-07,North Ryan,1,1,0,1,1732.45,1732.45,0.0,0,1,0,1,1,0,3,1
576,916,Melissa Wagner,susan58@yahoo.com,028-846-2338x80491,West,Low,683,Bank 683,West,0.78,4826.96,USD,2024-04-22,West Scottborough,1,1,0,2,4566.025,4826.96,260.9350000000004,0,1,0,0,0,0,1,1
577,160,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700,East,Low,524,Bank 524,South,0.66,5624.12,USD,2024-01-30,Ronnieville,1,1,0,3,5505.933333333333,7065.13,118.1866666666665,0,1,0,0,1,0,1,1
578,207,Nathan Green,kyledavis@hotmail.com,(264)312-5020x317,North,Medium,385,Bank 385,North,0.86,9118.16,USD,2023-11-23,Stacybury,1,1,0,2,9484.7,9851.24,-366.5400000000009,0,1,0,0,0,0,2,1
579,973,Douglas Schroeder,gilbertmarie@gmail.com,+1-829-505-3550,East,High,619,Bank 619,South,0.89,2296.82,USD,2024-11-01,Laurenton,1,1,0,1,2296.82,2296.82,0.0,0,1,0,0,1,0,3,1
580,917,James Clark,vickie23@hotmail.com,+1-163-286-3119,South,High,809,Bank 809,North,0.59,7548.75,USD,2024-09-05,Barajasville,1,1,0,3,7510.276666666668,7964.42,38.47333333333245,0,1,0,0,1,0,3,1
581,969,David Kelly,cacosta@burns-thompson.com,+1-870-946-4239x319,East,High,851,Bank 851,East,0.71,3273.65,USD,2023-12-04,North Cameron,0,1,0,1,3273.65,3273.65,0.0,0,1,0,0,0,0,3,1
582,285,Daniel Smith,kristindurham@cochran-santos.com,217-983-6560x75351,South,Low,686,Bank 686,East,0.67,7300.91,USD,2024-09-29,Phillipsview,1,1,0,2,6987.53,7300.91,313.3800000000001,0,1,0,1,1,0,1,1
583,773,Danielle Welch,david34@schneider.com,891.998.3034x4010,South,Low,521,Bank 521,South,0.84,6902.88,USD,2024-05-23,Port Ashley,0,1,0,1,6902.88,6902.88,0.0,0,1,0,0,0,0,1,1
584,591,David Mcdaniel,tkelly@hamilton-harris.org,+1-406-367-8199x565,South,Medium,860,Bank 860,North,0.77,2903.38,USD,2024-09-01,Powersshire,0,1,0,1,2903.38,2903.38,0.0,0,1,0,1,1,0,2,1
585,663,Anthony Johnston,brianlloyd@allen.com,001-820-695-9551x1180,East,High,613,Bank 613,East,0.74,8685.31,USD,2024-11-18,New Amyshire,1,1,0,1,8685.31,8685.31,0.0,0,1,0,0,0,0,3,1
586,395,Sara Brown,stephen23@hotmail.com,+1-070-320-1158x18692,East,Medium,483,Bank 483,South,0.6,8054.89,USD,2024-09-19,Port Charlesfort,1,1,0,1,8054.89,8054.89,0.0,0,1,0,0,1,0,2,1
587,917,James Clark,vickie23@hotmail.com,+1-163-286-3119,South,High,618,Bank 618,West,0.76,7964.42,USD,2024-10-01,East Debramouth,1,1,0,3,7510.276666666668,7964.42,454.1433333333325,0,1,0,0,1,0,3,1
588,153,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466,West,Low,992,Bank 992,West,0.91,9016.89,USD,2024-07-31,Samanthabury,0,1,0,3,7540.1466666666665,9016.89,1476.7433333333329,0,1,0,0,0,0,1,1
589,963,Debbie Clark,beth61@edwards-williams.com,001-207-573-3262x842,East,Low,896,Bank 896,South,0.69,5682.56,USD,2024-01-28,Joannfurt,1,1,0,2,3423.54,5682.56,2259.0200000000004,0,1,0,1,1,0,1,1
590,190,Gina Lopez,kevin63@gmail.com,289.590.7508,West,High,567,Bank 567,East,0.98,1250.17,USD,2024-03-24,Port Terri,1,1,0,2,1698.865,2147.56,-448.69499999999994,0,1,0,1,1,0,3,1
591,573,David Cochran,milleralicia@hotmail.com,001-189-914-5109x7467,South,High,65,Bank 65,North,0.88,3792.94,USD,2024-08-08,Lake Bonnie,1,1,0,1,3792.94,3792.94,0.0,0,1,0,0,1,0,3,1
592,855,Michael Hunt,bwilliams@cruz.com,+1-556-158-7593x153,North,Low,313,Bank 313,South,0.75,6540.42,USD,2024-11-04,Brewermouth,1,1,0,2,8185.05,9829.68,-1644.63,0,1,0,0,1,0,1,1
593,769,Mary Ross,gregorybuck@yahoo.com,(712)295-4476,East,Medium,122,Bank 122,West,0.55,5868.06,USD,2024-04-06,Stevensonstad,1,1,0,1,5868.06,5868.06,0.0,0,1,0,1,1,0,2,1
594,804,Wesley Butler,acannon@poole.org,644.511.0759,East,Low,964,Bank 964,South,0.63,3058.48,USD,2023-12-24,Rossfort,0,1,0,3,5630.513333333333,7698.37,-2572.0333333333333,0,1,0,1,1,0,1,1
595,861,Robert Alexander,wmcdonald@hicks.com,497.437.2423,East,Low,470,Bank 470,South,0.56,7733.22,USD,2024-08-19,Philliphaven,1,1,0,1,7733.22,7733.22,0.0,0,1,0,0,1,0,1,1
596,548,Daniel Anderson,kylebailey@griffith.net,(728)347-8526x61846,East,Low,589,Bank 589,East,0.68,4662.69,USD,2024-03-13,East Teresabury,1,1,0,1,4662.69,4662.69,0.0,0,1,0,0,0,0,1,1
597,674,Aaron Rivera,madisonsanchez@gmail.com,034.726.0560x070,West,High,325,Bank 325,East,0.86,1017.29,USD,2024-09-23,East Jamesshire,1,1,0,3,1939.51,4700.21,-922.22,0,1,0,0,1,0,3,1
598,280,Jacqueline Dennis,halvarez@hotmail.com,9693020288,West,High,433,Bank 433,East,0.84,4398.44,USD,2024-03-20,West Hunter,0,1,0,1,4398.44,4398.44,0.0,0,1,0,0,1,0,3,1
599,930,Haley Harris,michaelstevens@simmons.com,970.198.2648,East,High,891,Bank 891,South,0.81,5153.49,USD,2024-02-03,South Antonio,1,1,0,3,5533.676666666666,9855.67,-380.1866666666665,0,1,0,1,1,0,3,1
600,585,Wesley Wallace,brendamoran@gmail.com,5585952792,North,High,282,Bank 282,East,0.82,1247.33,USD,2024-06-15,Andersonborough,1,1,0,2,4818.32,8389.31,-3570.99,0,1,0,1,1,0,3,1
601,571,Christian Green,debrasilva@williamson.biz,001-246-646-2346x0537,East,Low,327,Bank 327,West,0.77,7332.16,USD,2024-09-11,Travisview,0,1,0,1,7332.16,7332.16,0.0,0,1,0,0,1,0,1,1
602,162,Bryan Galloway,wgilbert@wells.com,179.270.0687x2274,East,Medium,278,Bank 278,North,0.57,8705.3,USD,2024-11-12,Parkermouth,0,1,0,2,7557.105,8705.3,1148.1949999999997,0,1,0,0,1,0,2,1
603,421,Jessica Hart,brenda60@yahoo.com,(824)477-5867x64703,West,Medium,383,Bank 383,West,0.77,9815.7,USD,2024-11-17,Devinfurt,0,1,0,1,9815.7,9815.7,0.0,0,1,0,1,0,0,2,1
604,618,Cheryl Hill,christinamyers@yahoo.com,001-090-370-3404,East,High,688,Bank 688,West,0.81,2453.74,USD,2024-06-19,Nicoletown,0,1,0,1,2453.74,2453.74,0.0,0,1,0,0,1,0,3,1
605,228,Andrew Krause,qlopez@phillips-thompson.org,330-739-9164,South,High,950,Bank 950,East,0.52,1910.4,USD,2024-05-04,Knightland,0,1,0,1,1910.4,1910.4,0.0,0,1,0,1,1,0,3,1
606,288,Emily Aguilar,clarkallison@williams.com,+1-112-133-1416x490,North,Low,556,Bank 556,South,0.88,8172.59,USD,2023-11-29,Port Austinport,0,1,0,3,5436.09,8172.59,2736.5,0,1,0,0,1,0,1,1
607,37,Jonathan Collins,bryanmichael@allen.net,480.435.0184x3398,East,High,33,Bank 33,East,0.61,4022.74,USD,2024-04-21,Kyleport,0,1,0,2,2955.005,4022.74,1067.7349999999997,0,1,0,1,0,0,3,1
608,934,Spencer Woods,amy26@phillips.net,962-945-4520x589,West,Low,399,Bank 399,West,0.58,5625.84,USD,2023-11-30,North Shari,0,1,0,1,5625.84,5625.84,0.0,0,1,0,0,0,0,1,1
609,784,Jessica Rubio,christopherreilly@yahoo.com,(156)433-3418,East,High,709,Bank 709,East,0.94,4580.7,USD,2024-05-22,New Angieton,0,1,0,6,5130.055,7294.25,-549.3550000000005,0,1,0,0,0,0,3,1
610,381,Amanda Newman,gloriakelly@jenkins.biz,595-156-5789,East,Low,930,Bank 930,West,0.74,732.28,USD,2023-12-13,North Johnland,1,1,0,3,3808.1733333333336,9583.48,-3075.8933333333334,0,1,0,0,1,0,1,1
611,203,Amanda Floyd,wduarte@goodman-clark.com,989.262.8955x33633,West,Low,359,Bank 359,North,0.55,5797.25,USD,2024-06-04,North Jenniferland,0,1,0,1,5797.25,5797.25,0.0,0,1,0,0,1,0,1,1
612,795,Crystal Schultz,andrew30@williams.com,001-471-796-5088,West,High,148,Bank 148,South,0.88,7837.58,USD,2024-09-17,Port Shannonhaven,1,1,0,2,6491.71,7837.58,1345.87,0,1,0,0,1,0,3,1
613,832,Susan Watkins,omoore@watson-whitney.com,(142)657-7552x17942,East,Medium,396,Bank 396,West,0.59,4102.58,USD,2024-07-29,North Scott,0,1,0,2,5800.295,7498.01,-1697.7150000000001,0,1,0,0,1,0,2,1
614,835,Thomas Holland,ellisjames@wilson.com,694-274-8450x825,East,Low,185,Bank 185,South,0.76,6958.26,USD,2024-07-16,Cookport,0,1,0,3,6951.759999999999,7263.75,6.5000000000009095,0,1,0,0,1,0,1,1
615,449,Jeffery Thomas,courtney68@gmail.com,718.675.3639x14906,West,Medium,616,Bank 616,East,0.66,4974.08,USD,2024-05-26,Lake Paul,1,1,0,1,4974.08,4974.08,0.0,0,1,0,1,1,0,2,1
616,115,Amanda Webb,robertrowland@hotmail.com,+1-056-816-2694,West,High,694,Bank 694,South,0.56,8806.59,USD,2024-03-12,Laurenmouth,1,1,0,2,5560.055,8806.59,3246.535,0,1,0,0,1,0,3,1
617,212,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140,South,Medium,255,Bank 255,East,0.99,7575.61,USD,2024-08-28,West Keith,0,1,0,3,5984.650000000001,7575.61,1590.9599999999991,0,1,0,0,1,0,2,1
618,855,Michael Hunt,bwilliams@cruz.com,+1-556-158-7593x153,North,Low,543,Bank 543,South,0.56,9829.68,USD,2024-08-10,South Kennethtown,0,1,0,2,8185.05,9829.68,1644.63,0,1,0,1,1,0,1,1
619,301,Timothy Contreras,gonzalezemily@hotmail.com,172-926-1775x0414,North,Medium,834,Bank 834,South,0.71,135.47,USD,2024-11-20,South James,1,1,0,4,5271.78,9790.33,-5136.3099999999995,0,1,0,0,1,0,2,1
620,407,Steven Griffith,jasmine34@martinez.biz,666-669-7486,West,High,442,Bank 442,North,0.66,7128.07,USD,2024-05-30,Deborahside,1,1,0,2,3853.13,7128.07,3274.9399999999996,0,1,0,0,1,0,3,1
621,612,Diane Hart,igonzalez@garner-gould.biz,105.630.5571x339,West,High,628,Bank 628,North,0.86,6390.85,USD,2024-01-20,South Nicholasport,0,1,0,1,6390.85,6390.85,0.0,0,1,0,1,1,0,3,1
